Processes: 657 total, 2 running, 655 sleeping, 2330 threads 
2023/06/10 02:44:39
Load Avg: 1.84, 1.65, 1.65 
CPU usage: 3.36% user, 7.43% sys, 89.20% idle 
SharedLibs: 933M resident, 133M data, 79M linkedit.
MemRegions: 267631 total, 8214M resident, 389M private, 3231M shared.
PhysMem: 32G used (3430M wired, 578M compressor), 288M unused.
VM: 32T vsize, 3409M framework vsize, 14784(0) swapins, 16256(0) swapouts.
Networks: packets: 0/0B in, 0/0B out.
Disks: 0/0B read, 0/0B written.

PID    COMMAND          %CPU TIME     #TH    #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
640    imklaunchagent   0.0  00:00.21 2      1   87     2096K  0B     61440B 640   1     sleeping *0[1]       0.00000 0.00000    501 7591     219     2634      1446      4304      3801      1978       18      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
637    corespeechd      0.0  00:02.68 4      1   244    2512K  0B     112K   637   1     sleeping *0[1]       0.00000 0.00000    501 27069    356     15002     14249     113140    61762     67191      178     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
636    heard            0.0  00:43.58 3      2   131    5892K  512K   492K   636   1     sleeping *0[1]       0.00000 0.00000    501 21418    428     352560    186071    963319    1747255   614586     43      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
633    findmydevice-use 0.0  00:01.55 2      1   54     2632K  0B     316K   633   1     sleeping *0[236]     0.00000 0.00000    501 12321    208     2527      2072      32136     9646      8371       6       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
632    webpushd         0.0  00:00.20 2      1   36     1584K  28672B 244K   632   1     sleeping *0[349]     0.00000 0.00000    501 3172     198     3533      1873      12858     8724      5464       2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
620    storekitagent    0.0  00:01.64 3      1   95     5700K  0B     528K   620   1     sleeping *0[191]     0.00000 0.00000    501 11067    389     1802      1803      76806     7788      29892      108     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
619    com.apple.AppSto 0.0  00:00.17 2      1   34     2268K  2752K  176K   619   1     sleeping *0[5]       0.00000 0.00000    0   12900    229     204       110       1926      517       387        4       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
613    storedownloadd   0.0  00:00.11 2      1   40     2316K  0B     224K   613   1     sleeping *0[1]       0.00000 0.00000    501 3671     220     174       167       1027      573       985        30      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
612    cloudd           0.0  00:00.22 2      1   59     2088K  0B     336K   612   1     sleeping *0[3]       0.00000 0.00000    0   4727     247     287       399       4865      1149      1568       2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
611    installd         0.0  00:15.51 2      1   71     2532K  0B     77824B 611   1     sleeping *0[15]      0.00000 0.00000    0   9669     231     11312     5352      538764    10635     73998      12      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
610    system_installd  0.0  00:09.49 2      1   70     2580K  0B     1216K  610   1     sleeping *0[7]       0.00000 0.00000    0   7602     219     7475      3763      29632     6300      9079       18      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
609    com.apple.quickl 0.0  00:05.44 3      1   127    4560K  356K   192K   609   1     sleeping *60[2]      0.00000 0.00000    501 36724    288     47338     23819     209803    62337     50992      1121    0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
608    diagnostics_agen 0.0  00:03.70 3      2   98     3332K  0B     1252K  608   1     sleeping  0[0]       0.00000 0.00000    501 30917    260     6271      12401     136462    32011     72150      73      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
607    geodMachServiceB 0.0  00:00.13 2      1   48     1624K  0B     196K   607   1     sleeping *0[37]      0.00000 0.00000    501 3230     217     511       464       3470      1891      2275       13      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
606    appstoreagent    0.0  00:10.84 3      1   211    6700K  372K   320K   606   1     sleeping *0[356]     0.00000 0.00000    501 80861    597     21158     6365      346538    77335     159276     566     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
597    deleted_helper   0.0  00:00.33 2      1   33     984K   0B     94208B 597   1     sleeping *0[15]      0.00000 0.00000    0   1697     148     203       182       2686      577       3294       2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
593    deleted          0.0  00:22.35 2      1   71     2536K  0B     116K   593   1     sleeping *0[977]     0.00000 0.00000    501 33333    214     259673    120809    299806    249627    50066      44      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
591    rtcreportingd    0.0  00:45.85 3      1   92     3356K  256K   144K   591   1     sleeping *0[1]       0.00000 0.00000    0   54494    286     41777     40785     1608665   264548    288632     677     0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
588    mdbulkimport     0.0  00:26.44 2      1   53     3824K  0B     2792K  588   1     sleeping *0[1]       0.00000 0.00000    501 203830   230     10247     4664      853604    15272     44138      129     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
587    axassetsd        0.0  00:18.27 2      1   626    9408K  0B     9308K  587   1     sleeping  0[0]       0.00000 0.00000    501 84267    285     20314     9177      210847    39081     53927      319     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
583    AMPArtworkAgent  0.0  00:02.02 3      1   88     6264K  1024K  1320K  583   1     sleeping *0[2246]    0.00000 0.00000    501 19009    374     1648      1950      86837     18843     28593      28      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
580    AMPLibraryAgent  0.0  00:30.65 6      1   156    17248K 0B     1636K  580   1     sleeping *0[1025]    0.00000 0.00000    501 221752   446     25342     9715      292816    90872     146028     99      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
576    com.apple.Safari 0.0  00:11.51 2      1   65     8204K  0B     652K   576   1     sleeping *0[304]     0.00000 0.00000    501 31205    233     32087     18997     409591    79744     161837     4       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
574    fairplayd        0.0  00:00.28 1      0   22     920K   0B     0B     574   1     sleeping *0[1]       0.00000 0.00000    265 4260     151     809       30        5229      6160      1862       2       0     0.0   0      0      _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
573    followupd        0.0  00:00.16 2      1   67     1528K  16384B 260K   573   1     sleeping *0[219]     0.00000 0.00000    501 2548     182     764       574       6184      2359      1427       8       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
572    QuickLookUIServi 0.0  00:01.24 3      1   151    4620K  0B     116K   572   1     sleeping  0[4369]    0.00000 0.00000    501 12522    317     21171     5972      33574     70564     27629      6       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
571    com.apple.audio. 0.0  00:00.05 2      1   22     2096K  0B     28672B 571   1     sleeping *0[2]       0.00000 0.00000    501 2172     164     113       46        479       265       82         2       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
570    IOUserBluetoothS 0.0  00:00.24 2      1   76     660K   0B     0B     570   1     sleeping  0[1]       0.00000 0.00000    270 820      92      3283      2146      1410      2287      1649       2       0     0.0   0      0      _driverkit         N/A    N/A   N/A   N/A   N/A   N/A  
567    com.apple.appkit 0.0  00:03.27 3      1   252    14428K 0B     160K   567   1     sleeping  0[4756]    0.00000 0.00000    501 31057    507     28770     10124     69878     84497     40233      245     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
566    com.apple.WebKit 0.0  46:35.60 28     5   463    330M   9932K  3932K  566   1     sleeping *0[666763]  0.00000 0.00000    501 15722041 682     44134105  18484325  79092632  93317063  51925659   772     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
564    ScopedBookmarkAg 0.0  00:11.09 2      1   49     1628K  0B     36864B 564   1     sleeping *0[3966]    0.00000 0.00000    501 13443    170     35784     47976     275158    97983     57984      3       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
563    com.apple.CloudP 0.0  00:03.42 3      2   71     4088K  128K   376K   563   1     sleeping *0[324]     0.00000 0.00000    501 11854    273     3404      51697     106218    111659    78923      41      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
559    SidecarRelay     0.0  00:01.38 2      1   86     4180K  0B     568K   559   1     sleeping *0[5368]    0.00000 0.00000    501 5498     260     3006      6964      32769     11180     10715      17      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
558    MTLCompilerServi 0.0  00:00.18 2      1   33     9952K  0B     1448K  558   1     sleeping *0[10]      0.00000 0.00000    501 7574     431     168       183       957       549       440        11      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
556    com.apple.Safari 0.0  02:06.54 2      1   63     6388K  0B     1248K  556   1     sleeping *0[756]     0.00000 0.00000    501 674402   265     8116      6470      796221    20588     259467     41811   0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
555    contentlinkingd  0.0  00:07.50 2      1   60     1576K  0B     4096B  555   1     sleeping *0[11861]   0.00000 0.00000    501 20142    205     55213     35775     270015    131018    95350      5       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
554    com.apple.Safari 0.0  00:02.26 3      1   374    10896K 73728B 1424K  554   1     sleeping *0[5041]    0.00000 0.00000    501 25078    504     32107     10154     74631     94551     38159      31      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
553    SafariLaunchAgen 0.0  00:00.11 2      1   49     1784K  0B     49152B 553   1     sleeping *0[1]       0.00000 0.00000    501 5757     230     187       246       4793      664       889        4       0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
552    com.apple.ColorS 0.0  00:00.01 2      1   22     852K   0B     188K   552   1     sleeping *0[45]      0.00000 0.00000    0   1404     140     135       203       984       436       260        2       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
551    com.apple.Ambien 0.0  00:33.13 3      1   82     2024K  0B     20480B 551   1     sleeping *1[1]       0.00000 0.00000    0   7526     195     15372     3380      46207     39716     102922     8       0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
550    AssetCacheTether 0.0  00:00.06 2      1   25     2296K  0B     232K   550   1     sleeping *0[2]       0.00000 0.00000    0   2632     244     92        168       924       427       558        16      0     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
547    AssetCache       0.0  00:00.12 2      1   49     1980K  0B     176K   547   1     sleeping *0[6]       0.00000 0.00000    235 3288     238     3295      1793      1786      2865      914        65      0     0.0   0      0      _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
545    biomesyncd       0.0  00:32.06 2      1   71     2468K  8576K  53248B 545   1     sleeping *0[1142]    0.00000 0.00000    501 46682    238     5915      5620      1870392   691369    83633      716     0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
544    UniversalControl 0.0  03:39.79 2      1   141    4932K  0B     32768B 544   1     sleeping *0[1]       0.00000 0.00000    501 1459009  440     5746493   2858861   6843482   19929677  6405683    84      0     0.0   0      0      shodan             N/A    N/A   N/A   N/A   N/A   N/A  
